0,Title,Enrollment,Stars,Link,Website
1607,Mastering SQL Query With SQL Server,24770,4.3,https://www.udemy.com/course/what-is-sql-programming-language-with-examples/,Udemy
1608,The Complete Azure Web Developer Course Learn The Essentials,24766,3,https://www.udemy.com/course/azurecourse/,Udemy
1609,Simple and Advanced Topics of Animating 2D Characters,24738,4.8,https://www.udemy.com/course/learn-how-to-make-animated-2d-characters-in-unity3d/,Udemy
1610,Java Programming for Complete Stranger,24683,4.4,https://www.udemy.com/course/java-programming-for-complete-stranger/,Udemy
1611,Android App Development Masterclass using Kotlin,24672,4.4,https://www.udemy.com/course/android-oreo-kotlin-app-masterclass/,Udemy
1612,Italian Language and Culture: Advanced (2019-2020),"24,667",4.3,https://www.edx.org/course/italian-language-and-culture-advanced-2019-2020,edX
1613,Python for Computer Vision with OpenCV and Deep Learning,24638,4.5,https://www.udemy.com/course/python-for-computer-vision-with-opencv-and-deep-learning/,Udemy
1614,Marketing enfocado en la estrategia de servicios,"24,618",4.7,https://www.edx.org/course/marketing-enfocado-en-la-estrategia-de-servicios,edX
1615,"Coding for Entrepreneurs: Learn Python, Django, and More.",24575,4.6,https://www.udemy.com/course/coding-for-entrepreneurs/,Udemy
1616,The Ultimate Python Programming Tutorial,24575,4.1,https://www.udemy.com/course/the-ultimate-python-programming-course/,Udemy
1617,C# Basics - Learn Coding & Programming for Beginners,24555,4.5,https://www.udemy.com/course/learn-how-to-code-using-c-sharp-the-basics-of-programming/,Udemy
1618,Introduction to Data Structures & Algorithms,24547,3.5,https://www.udemy.com/course/introduction-to-data-structures-algorithms/,Udemy
1619,"Bootstrap, HTML5 & CSS3: Create a Modern Youtube Homepage",24496,3.9,https://www.udemy.com/course/psd-to-html5css3-build-a-youtube-homepage-from-scratch/,Udemy
1620,Python on the Backend,24490,4.4,https://www.udemy.com/course/python-on-the-back-end-for-beginners-http-server/,Udemy
1621,Learn Object Oriented Programming PHP fundamentals bootcamp,24484,3.5,https://www.udemy.com/course/learn-object-oriented-programming-php-fundamentals-bootcamp/,Udemy
1622,Introduction to Cloud Foundry and Cloud Native Software Architecture,"24,444",4.7,https://www.edx.org/course/introduction-to-cloud-foundry-and-cloud-native-sof,edX
1623,Microservices with Node JS and React,24422,4.8,https://www.udemy.com/course/microservices-with-node-js-and-react/,Udemy
1624,Success: Practical Thinking Skills,"24,414",4.2,https://www.edx.org/course/practical-thinking-skills-for-a-successful-life-2,edX
1625,Accelerated ES6 JavaScript Training,24362,4.7,https://www.udemy.com/course/es6-bootcamp-next-generation-javascript/,Udemy
1626,Bases Matemáticas: Derivadas,"24,301",4.7,https://www.edx.org/course/bases-matematicas-derivadas,edX
1627,Leading Ambitious Teaching and Learning,"24,273",3.9,https://www.edx.org/course/leading-ambitious-teaching-and-learning,edX
1628,Data Structures using Javascript,24260,4.1,https://www.udemy.com/course/data-structures-using-javascript/,Udemy
1629,"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media","24,259",4.2,https://www.edx.org/course/citizen-politics-in-america-public-opinion-electio,edX
1630,"Learn Google Admob, Analytics, and In App Purchases in Swift",24252,3.2,https://www.udemy.com/course/learn-admob-analytics-and-in-app-purchases-in-swift/,Udemy
1631,Certified Programming Guide Of C Plus Plus Course,24235,2.8,https://www.udemy.com/course/learn-basics-of-c/,Udemy
1632,C# from the beginning,24215,4.4,https://www.udemy.com/course/c-from-the-beginning/,Udemy
1633,The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,"24,208",4.4,https://www.edx.org/course/the-path-to-happiness,edX
1634,Absolute Introduction to Object Oriented Programming in Java,24166,4.4,https://www.udemy.com/course/absolute-introduction-to-object-oriented-programming-in-java/,Udemy
1635,Basics of Database Design & Development,24154,4.2,https://www.udemy.com/course/database-design-development/,Udemy
1636,Herramientas de la Inteligencia de Negocios,"24,130",4.4,https://www.edx.org/course/herramientas-de-la-inteligencia-de-negocios,edX
1637,Foundations of Modern Finance I,"24,108",4.9,https://www.edx.org/course/foundations-of-modern-finance-i,edX
1638,Python 101,24084,4.2,https://www.udemy.com/course/kypython-101/,Udemy
1639,Master Object Oriented Design in Java - Homework + Solutions,24035,4.6,https://www.udemy.com/course/mastering-object-oriented-design-in-java/,Udemy
1640,Crash Course to Learn Python coding from basic beginning,24005,3.6,https://www.udemy.com/course/learn-python-coding-from-basic-beginning-to-master/,Udemy
1641,Building Scalable Java Microservices with Spring Boot and Spring Cloud,24000,4.3,https://www.coursera.org/,Coursera
1642,Business Strategies for A Better World,24000,4.7,https://www.coursera.org/,Coursera
1643,Data Analytics for Lean Six Sigma,24000,4.8,https://www.coursera.org/,Coursera
1644,Financing and Investing in Infrastructure,24000,4.8,https://www.coursera.org/,Coursera
1645,Renewable Energy and Green Building Entrepreneurship,24000,4.7,https://www.coursera.org/,Coursera
1646,Supply Chain Operations,24000,4.8,https://www.coursera.org/,Coursera
1647,Understanding Medical Research: Your Facebook Friend is Wrong,24000,4.8,https://www.coursera.org/,Coursera
1648,Android Machine Learning with TensorFlow lite in Java/Kotlin,23992,3.9,https://www.udemy.com/course/machine-learning-for-android-developer-using-tensorflow-lite/,Udemy
1649,Python and Flask Bootcamp: Create Websites using Flask!,23830,4.7,https://www.udemy.com/course/python-and-flask-bootcamp-create-websites-using-flask/,Udemy
1650,User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,"23,828",4.7,https://www.edx.org/course/user-experience-ux-design-human-factors-and-cultur,edX
1651,Entrepreneurial Operations: Launching a Startup,"23,808",4.2,https://www.edx.org/course/entrepreneurial-operations-launching-a-startup,edX
1652,Deep Learning: Convolutional Neural Networks in Python,23751,4.6,https://www.udemy.com/course/deep-learning-convolutional-neural-networks-theano-tensorflow/,Udemy
1653,"Richard Stibbard's ""Ultimate Web Development Course""",23737,4.9,https://www.udemy.com/course/the-ultimate-web-development-course/,Udemy
1654,El valor de la creatividad y la innovación: La Economía Naranja,"23,728",4.7,https://www.edx.org/course/el-valor-de-la-creatividad-y-la-innovacion-la-economia-naranja,edX
1655,Practical Java Programming Practices (120+ Common Projects),23720,3.9,https://www.udemy.com/course/practical-java-programming-practices-120-common-projects/,Udemy
1656,Bases Matemáticas: Integrales,"23,703",3.9,https://www.edx.org/course/bases-matematicas-integrales,edX
1657,Deep Learning Prerequisites: Logistic Regression in Python,23680,4.5,https://www.udemy.com/course/data-science-logistic-regression-in-python/,Udemy
1658,Interaction Design Specialist For Web Developers,23670,4.1,https://www.udemy.com/course/interaction-design-specialist-for-web-developers/,Udemy
1659,Java Programming Fundamentals,23605,4.1,https://www.udemy.com/course/java-programming-fundamentals-training/,Udemy
1660,Learn to Make iPhone Apps with Objective C for iOS7,23594,4.5,https://www.udemy.com/course/how-to-program-ios7-iphone-apps-from-scratch-in-objective-c/,Udemy
1661,Demand and Supply Analytics,"23,585",4.6,https://www.edx.org/course/demand-and-supply-analytics,edX
1662,Learn Java by building 17 projects step by step,23566,4.1,https://www.udemy.com/course/java-for-beginners-with-17-hands-on-projects/,Udemy
1663,"Proteins: Alignment, Analysis and Structure","23,560",4,https://www.edx.org/course/proteins-alignment-analysis-and-structure,edX
1664,Scala & Functional Programming for Beginners | Rock the JVM,23552,4.6,https://www.udemy.com/course/rock-the-jvm-scala-for-beginners/,Udemy
1665,Tic-Tac-Toe Clone - The Complete Cocos2d-x C++ Game Course,23525,3.2,https://www.udemy.com/course/tic-tac-toe-cocos2d-x-cpp/,Udemy
1666,Complete Front-End Web Development course - 11 REAL PROJECTS,23507,4.3,https://www.udemy.com/course/complete-front-end-web-development-course-11-real-projects/,Udemy
1667,Flutter For You,23504,4.1,https://www.udemy.com/course/flutterforyou/,Udemy
1668,Python For Beginners - The Basics Of Python Development,23480,4.2,https://www.udemy.com/course/python-for-beginners-the-basics-of-python-development/,Udemy
1669,The Complete 2020 Web Development Course - Build 15 Projects,23466,4.6,https://www.udemy.com/course/complete-web-development-course/,Udemy
1670,Build 10 JavaScript Projects in less than 6 Hours .,23448,4.2,https://www.udemy.com/course/build-10-javascript-projects-in-less-than-6-hours/,Udemy
1671,Gestión participativa: motivación y liderazgo organizacional,"23,441",4.2,https://www.edx.org/course/gestion-participativa-motivacion-y-liderazgo-organ,edX
1672,Basic overview of Big Data Hadoop,23439,3.7,https://www.udemy.com/course/overview-of-big-data-hadoop/,Udemy
1673,Python 3: Deep Dive (Part 1 - Functional),23418,4.8,https://www.udemy.com/course/python-3-deep-dive-part-1/,Udemy
1674,Macroeconomic Diagnostics,"23,408",4.7,https://www.edx.org/course/macroeconomic-diagnostics,edX
1675,JavaScript Everything Arrays,23363,4,https://www.udemy.com/course/javascript-arrays/,Udemy
1676,International Investment Law,"23,335",4.6,https://www.edx.org/course/international-investment-law,edX
1677,Certification Course For JS Programmer,23333,2.7,https://www.udemy.com/course/the-ultimate-javascript-course-beginner-to-advanced/,Udemy
1678,Mobile App Design from scratch with Sketch 3 : UX and UI,23326,4.2,https://www.udemy.com/course/mobile-app-design-from-scratch/,Udemy
1679,Introducción a la programación en Java: empezando a programar,"23,321",4.5,https://www.edx.org/course/introduccion-a-la-programacion-en-java-empezando-a,edX
1680,Master all PHP ideas 2017 to build any project,23318,3.9,https://www.udemy.com/course/master-all-php-ideas-2017-to-build-any-project/,Udemy
1681,Learn How to Make Trading Card Game Menus With Unity 3D,23315,4.3,https://www.udemy.com/course/learn-how-to-make-trading-card-game-menus-with-unity-3d/,Udemy
1682,"Three.js & WebGL 3D Programming Crash Course (VR, OpenGL)",23297,3.9,https://www.udemy.com/course/threejs-programming/,Udemy
1683,Public Financial Management,"23,288",4.4,https://www.edx.org/course/public-financial-management,edX
1684,Shakespeare's The Merchant of Venice: Shylock,"23,283",4.4,https://www.edx.org/course/shakespeares-merchant-of-venice-shylock,edX
1685,Building a Cybersecurity Toolkit,"23,275",4.1,https://www.edx.org/course/building-a-cybersecurity-toolkit,edX
1686,Vue JS and Firebase:Build an iOS and Android chat app (2020),23273,4.4,https://www.udemy.com/course/vuejs-and-firebase-build-an-ios-and-android-chat-app/,Udemy
1687,Complete Angular Course: Go From Zero To Hero,23253,2.3,https://www.udemy.com/course/complete-angular-course-go-from-zero-to-hero/,Udemy
1688,Educación sobre el cambio climático,"23,253",4.8,https://www.edx.org/course/educacion-sobre-el-cambio-climatico,edX
1689,Java University: From Beginner to Expert in Java [10 in 1]!,23248,4.6,https://www.udemy.com/course/java-university-from-beginner-to-professional-javaee-ejb-jpa-spring/,Udemy
1690,Learn Google Chrome,23236,3.5,https://www.udemy.com/course/learn-google-chrome/,Udemy
1691,Modern web development course: beginner to advanced,23226,3.9,https://www.udemy.com/course/mordern-web-development-course-beginner-to-advanced/,Udemy
1692,1 Hour JavaScript,23224,4.4,https://www.udemy.com/course/1-hour-javascript/,Udemy
1693,Selenium Python Automation Testing from Scratch + Frameworks,23224,4.6,https://www.udemy.com/course/learn-selenium-automation-in-easy-python-language/,Udemy
1694,SSL Complete Guide 2020: HTTP to HTTPS,23208,4.5,https://www.udemy.com/course/ssl-complete-guide/,Udemy
1695,The Best Start in Life: Early Childhood Development for Sustainable Development,"23,139",4.3,https://www.edx.org/course/the-best-start-in-life-early-childhood-development,edX
1696,Sachin Quickly Learns (SQL) - Structured Query Language,23106,3.8,https://www.udemy.com/course/sachin-quickly-learns-sql/,Udemy
1697,Software Construction: Object-Oriented Design,"23,100",4.7,https://www.edx.org/course/software-construction-object-oriented-design,edX
1698,"Managing Study, Stress and Mental Health at University","23,061",4.5,https://www.edx.org/course/managing-study-stress-and-mental-health-at-univers,edX
1699,React JS - A Complete Guide for Frontend Web Development,23054,4.5,https://www.udemy.com/course/react-js-a-complete-guide-for-frontend-web-development/,Udemy
1700,The Complete Android Oreo Tutorial - Make 30 Apps,23039,3.7,https://www.udemy.com/course/the-complete-android-tutorial-for-beginners/,Udemy
1701,Tropical coastal ecosystems,"23,031",4.5,https://www.edx.org/course/tropical-coastal-ecosystems,edX
1702,Learn to Build Websites using Twitter Bootstrap,23029,4.6,https://www.udemy.com/course/learn-to-build-websites-using-twitter-bootstrap/,Udemy
1703,Intro to Django for Web Development - A Crash Course,23025,3.5,https://www.udemy.com/course/django-web-development-crash-course/,Udemy
1704,Actualización en el manejo del paciente con diabetes mellitus tipo 2,23000,4.8,https://www.coursera.org/,Coursera
1705,An Introduction to American Law,23000,4.8,https://www.coursera.org/,Coursera
1706,Chemicals and Health,23000,4.7,https://www.coursera.org/,Coursera
1707,Cybersecurity for Business,23000,4.6,https://www.coursera.org/,Coursera
1708,Dairy Production and Management,23000,4.8,https://www.coursera.org/,Coursera
1709,Engineering Project Management: Initiating and Planning,23000,4.7,https://www.coursera.org/,Coursera
1710,"Epidemics, Pandemics and Outbreaks",23000,4.7,https://www.coursera.org/,Coursera
1711,Implementación del Marketing Mix,23000,4.7,https://www.coursera.org/,Coursera
1712,Liderazgo efectivo para el siglo XXI,23000,4.8,https://www.coursera.org/,Coursera
1713,Managing Innovation and Design Thinking,23000,4.7,https://www.coursera.org/,Coursera
1714,Positive Psychology: Applications and Interventions,23000,4.8,https://www.coursera.org/,Coursera
1715,Reinforcement Learning,23000,4.7,https://www.coursera.org/,Coursera
1716,The Art of Sales: Mastering the Selling Process,23000,4.7,https://www.coursera.org/,Coursera
1717,The Changing Global Order,23000,4.7,https://www.coursera.org/,Coursera
1718,User Experience Research and Design,23000,4.8,https://www.coursera.org/,Coursera
1719,Virtual Teacher,23000,4.3,https://www.coursera.org/,Coursera
1720,VueJS V1 Introduction to VueJS JavaScript Framework,22989,3.7,https://www.udemy.com/course/vuejs-introduction-to-vuejs-javascript-framework/,Udemy
1721,Photoshop: una herramienta para presentaciones innovadoras,"22,969",4.9,https://www.edx.org/course/photoshop-una-herramienta-para-presentaciones-in-2,edX
1722,Develop A Pizza Delivery App With Django 3.1(Latest),22920,4.3,https://www.udemy.com/course/practical-django-launch-your-startup-today/,Udemy
1723,The Complete 2020 Software Testing Bootcamp,22912,4.7,https://www.udemy.com/course/testerbootcamp/,Udemy
1724,Build 10 Python Beginner Projects from scratch,22894,4.3,https://www.udemy.com/course/build-10-python-beginner-projects-from-scratch/,Udemy
1725,"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle",22826,4.3,https://www.udemy.com/course/devops-and-continuous-integration-with-jenkins-pipelines/,Udemy
1726,Digishock 2.0: Machine Learning Certification (No Code),22825,2.8,https://www.udemy.com/course/digishock-20-machine-learning-for-beginners-no-coding/,Udemy
1727,"English for Journalists, Part 2","22,814",4.5,https://www.edx.org/course/english-for-journalists-part-2,edX
1728,Python for ABSOLUTE beginners! *Make 5+ Real-World Projects*,22783,4.1,https://www.udemy.com/course/python-for-absolute-beginner/,Udemy
1729,Learning Analytics Through R,22746,4.1,https://www.udemy.com/course/learning-analytics/,Udemy
1730,Swift Language Basics - Learn to Code the Right Way for iOS,22734,3.5,https://www.udemy.com/course/swift3basicslearntocodetherightwayforios10/,Udemy
1731,"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy","22,723",3.7,https://www.edx.org/course/us-political-institutions-congress-presidency-cour,edX
1732,Análisis estadístico con Excel,"22,717",4.3,https://www.edx.org/course/analisis-estadistico-con-excel,edX
1733,Full-Stack Web Development For Beginners,22662,4.3,https://www.udemy.com/course/full-stack-web-development-for-beginners/,Udemy
1734,Webpack 2: The Complete Developer's Guide,22580,4.7,https://www.udemy.com/course/webpack-2-the-complete-developers-guide/,Udemy
1735,ReactJS Training,22559,3.8,https://www.udemy.com/course/reactjs-training/,Udemy
1736,Python from Intermediate to Expert,22490,4,https://www.udemy.com/course/python-beginner-to-expert/,Udemy
1737,C Programming For Beginners,22421,4.2,https://www.udemy.com/course/c-programming-for-beginners/,Udemy
1738,Deep Learning and NLP A-Z™: How to create a ChatBot,22418,4.3,https://www.udemy.com/course/chatbot/,Udemy
1739,C# Basics for Beginners: Learn C# Fundamentals by Coding,22409,3.9,https://www.udemy.com/course/c-csharp-basics-for-beginners-learn-csharp-fundamentals-by-coding/,Udemy
1740,Whatsapp Automation Using Python,22402,3.8,https://www.udemy.com/course/whatsapp-automation/,Udemy
1741,Build NodeJS applications with Mongodb,22393,4.5,https://www.udemy.com/course/node-js-mongo-db-2018/,Udemy
1742,"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods","22,366",4.2,https://www.edx.org/course/a-level-mathematics-for-year-12-course-1-algebraic,edX
1743,Creating Virtual Reality (VR) Apps,"22,349",4.2,https://www.edx.org/course/creating-virtual-reality-vr-apps-2,edX
1744,edX101: Overview of Creating an edX Course,"22,327",3.5,https://www.edx.org/course/edx101-overview-of-creating-an-edx-course,edX
1745,Complete Python Course: Learn Hands On Practically,22296,2.8,https://www.udemy.com/course/complete-python-course-learn-hands-on-practically/,Udemy
1746,MySQL for Beginners,22287,4.1,https://www.udemy.com/course/mysql-db-for-beginners/,Udemy
1747,Python : Comprehensive Bootcamp (Beginner To Professional),22286,4.4,https://www.udemy.com/course/python-comprehensive-bootcamp-beginner-to-professional/,Udemy
1748,Complete Web Development Course For Flipping HTML Websites,22269,3.8,https://www.udemy.com/course/the-ultimate-building-and-selling-websites-course/,Udemy
1749,Risk Management for Projects,"22,269",4.5,https://www.edx.org/course/risk-management-for-projects,edX
1750,Shaping Work of the Future,"22,246",4.8,https://www.edx.org/course/shaping-work-of-the-future,edX
1751,Learn Firefox Developer Edition,22240,4.4,https://www.udemy.com/course/learn-firefox-developer-edition/,Udemy
1752,Deep Learning: Recurrent Neural Networks in Python,22216,4.5,https://www.udemy.com/course/deep-learning-recurrent-neural-networks-in-python/,Udemy
1753,The Most Comprehensive Web Development Course,22190,4.5,https://www.udemy.com/course/comprehensive-web-developer-course/,Udemy
1754,Unity 3D Game Development (2020) - From Beginners to Masters,22189,3.7,https://www.udemy.com/course/unity-3d-game-development-beginners-to-masters/,Udemy
1755,CodeIgniter Course: The Complete Guide (Step by Step),22138,4.2,https://www.udemy.com/course/complete-codeigniter-course-for-beginners-step-by-step/,Udemy
1756,Teach Your Kids to Code: Learn Python Programming at Any Age,22138,4.5,https://www.udemy.com/course/teach-your-kids-to-code/,Udemy
1757,In-Depth Software Testing Training Course From Scratch,22137,3.9,https://www.udemy.com/course/qa-software-testing-training-course/,Udemy
1758,IoT Networks and Protocols,"22,136",4.5,https://www.edx.org/course/iot-networks-and-protocols,edX
1759,"Build Interactive Apps using VueJS, Vuex and VueRouter",22122,3.9,https://www.udemy.com/course/vue-js-build-interactive-apps-using-vue-js/,Udemy
1760,Practical Data Structures & Algorithms in Java + HW,22114,4.5,https://www.udemy.com/course/practical-data-structures-algorithms-in-java/,Udemy
1761,Python 3 Data Types & Variables Course,22096,2.8,https://www.udemy.com/course/learn-python-3-programming-from-scratch/,Udemy
1762,C Programming Skills Test With Explanation,22091,4.1,https://www.udemy.com/course/c-programming-skills-test/,Udemy
1763,Electric and Conventional Vehicles,"22,089",4.8,https://www.edx.org/course/electric-and-conventional-vehicles,edX
1764,Bayesian Machine Learning in Python: A/B Testing,22088,4.5,https://www.udemy.com/course/bayesian-machine-learning-in-python-ab-testing/,Udemy
1765,Master Software Testing+Jira+Agile on Live App-Be a TeamLead,22042,4.5,https://www.udemy.com/course/learn-software-testing-in-practical-become-a-qa-expert/,Udemy
1766,MySQL for Data Analysis - SQL Database for Beginners,22030,4.7,https://www.udemy.com/course/mysql-for-data-analysis/,Udemy
1767,"Blockchain and FinTech: Basics, Applications, and Limitations","22,011",4.3,https://www.edx.org/course/blockchain-and-fintech-basics-applications-and-lim,edX
1768,Accelerated Computer Science Fundamentals,22000,4.7,https://www.coursera.org/,Coursera
1769,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,22000,4.7,https://www.coursera.org/,Coursera
1770,Building Conversational Experiences with Dialogflow,22000,4.5,https://www.coursera.org/,Coursera
1771,Chinese for HSK 1,22000,4.8,https://www.coursera.org/,Coursera
1772,Cuidados y procedimientos generales en la atención del recién nacido,22000,4.8,https://www.coursera.org/,Coursera
1773,Fundamentals of Reinforcement Learning,22000,4.8,https://www.coursera.org/,Coursera
1774,Getting Started with SAS Programming,22000,4.9,https://www.coursera.org/,Coursera
1775,Global Environmental Management,22000,4.6,https://www.coursera.org/,Coursera
1776,"Influencing: Storytelling, Change Management and Governance",22000,4.8,https://www.coursera.org/,Coursera
1777,International Business Essentials,22000,4.5,https://www.coursera.org/,Coursera
1778,International Humanitarian Law in Theory and Practice,22000,4.8,https://www.coursera.org/,Coursera
1779,Julia Scientific Programming,22000,4.5,https://www.coursera.org/,Coursera
1780,Learn English,22000,4.3,https://www.coursera.org/,Coursera
1781,Market Research,22000,4.5,https://www.coursera.org/,Coursera
1782,"Negotiation, Mediation and Conflict Resolution",22000,4.7,https://www.coursera.org/,Coursera
1783,Osteoarchaeology: The Truth in Our Bones,22000,4.7,https://www.coursera.org/,Coursera
1784,Preparing for the Google Cloud Associate Cloud Engineer Exam,22000,4.7,https://www.coursera.org/,Coursera
1785,Smart Cities – Management of Smart Urban Infrastructures,22000,4.6,https://www.coursera.org/,Coursera
1786,The Business of Health Care,22000,4.6,https://www.coursera.org/,Coursera
1787,Qualitative Research Methods: Conversational Interviewing,"21,972",4.3,https://www.edx.org/course/qualitative-research-methods-conversational-interv,edX
1788,Risk & Return,"21,970",4.3,https://www.edx.org/course/risk-return,edX
1789,Django & Python: complete BUNDLE + Django real project 2020,21950,4.6,https://www.udemy.com/course/python-django-tkinter-complete-bundle-advance/,Udemy
1790,Leadership and Management for PM Practitioners in IT,"21,949",4.8,https://www.edx.org/course/leadership-and-management-for-pm-practitioners-in,edX
1791,Game Physics - Introducing Gravitation & Rotation in Unity,21888,4.5,https://www.udemy.com/course/gamephysics/,Udemy
1792,JavaScript Programming from A-Z: Learn to Code in JavaScript,21874,3.3,https://www.udemy.com/course/complete-javascript/,Udemy
1793,The Modern GraphQL Bootcamp (with Node.js and Apollo),21850,4.6,https://www.udemy.com/course/graphql-bootcamp/,Udemy
1794,The Python 3 Course For Beginners,21835,3.7,https://www.udemy.com/course/complete-python-course-zero-to-hero-e/,Udemy
1795,Data Science and Machine Learning Capstone Project,"21,809",4.7,https://www.edx.org/course/data-science-and-machine-learning-capstone-project,edX
1796,Responsive Web Design 2.0 - Complete Guide,21772,4.4,https://www.udemy.com/course/responsive-web-design-2-0-complete-guide/,Udemy
1797,Unreal Multiplayer Master: Video Game Dev In C++,21741,4.5,https://www.udemy.com/course/unrealmultiplayer/,Udemy
1798,The Data Science Certification Course,21738,2.9,https://www.udemy.com/course/machine-learning-for-absolute-beginners-2020-edition/,Udemy
1799,Mastering HTML5 Programming - The Easier Way,21736,3.9,https://www.udemy.com/course/html5-programming-tutorials/,Udemy
1800,Advanced Ruby Programming: 10 Steps to Mastery,21660,4,https://www.udemy.com/course/expert-ruby-programming-ten-steps-to-mastery/,Udemy
1801,The Complete C Developer Course - Build 7 Exciting Projects!,21660,3.9,https://www.udemy.com/course/the-complete-c-developer-course-build-7-exciting-projects/,Udemy
1802,"Build Portfolio Website Using HTML5,CSS3,jQuery & Bootstrap",21629,3.6,https://www.udemy.com/course/build-portfolio-website-using-html5-css3-jquery-bootstrap4/,Udemy
1803,Python: aprender a programar,"21,613",4.6,https://www.edx.org/course/python-aprender-a-programar,edX
1804,Advanced Javascript,21606,4.6,https://www.udemy.com/course/javascript-advanced/,Udemy
1805,Kubernetes Hands-On - Deploy Microservices to the AWS Cloud,21603,4.7,https://www.udemy.com/course/kubernetes-microservices/,Udemy
1806,C Programming For Beginners -Build Bank ATM Machine Software,21598,4.2,https://www.udemy.com/course/c-programming-for-beginners-with-real-world-examples/,Udemy
1807,Learn Data structures & Algorithms using Python for Freshers,21595,3.8,https://www.udemy.com/course/data-structure-algorithms-for-beginners-for-data-science/,Udemy
1808,IoT Programming and Big Data,"21,591",4.4,https://www.edx.org/course/iot-programming-and-big-data,edX
1809,PHP 5 Introduction to coding Tutorial bootcamp,21589,4,https://www.udemy.com/course/php-5-introduction-to-coding-tutorial-bootcamp/,Udemy
1810,Java Programming Fundamentals,21581,4.5,https://www.udemy.com/course/java-programming-fundamental/,Udemy
1811,Learn AngularJS Step By Step,21547,4.3,https://www.udemy.com/course/maruti-angularjs/,Udemy
1812,Engineering Calculus and Differential Equations,"21,535",4.6,https://www.edx.org/course/engineering-calculus-and-differential-equations,edX
1813,Cybersecurity: The CISO's View,"21,507",4.4,https://www.edx.org/course/cybersecurity-the-cisos-view,edX
1814,Python Best Parts: Standard Library (Beginner to Advanced),21492,4.7,https://www.udemy.com/course/best-top-python-3-advanced-programming-basics-for-beginners/,Udemy
1815,Cybersecurity and Privacy in the IoT,"21,440",4.8,https://www.edx.org/course/cybersecurity-and-privacy-in-the-iot,edX
1816,Liderazgo y comportamiento organizacional,"21,419",4.2,https://www.edx.org/course/liderazgo-y-comportamiento-organizacional,edX
1817,R Programming Hands-on Specialization for Data Science (Lv1),21411,4.1,https://www.udemy.com/course/r-programming-data-science-hands-on-course/,Udemy
1818,Unit Testing for C# Developers,21409,4.6,https://www.udemy.com/course/unit-testing-csharp/,Udemy
1819,JavaScript Beginner Bootcamp (2020),21386,4.6,https://www.udemy.com/course/javascript-the-basics-for-beginners/,Udemy
1820,Oracle SQL : Become a Certified SQL Developer From Scratch!,21361,4.5,https://www.udemy.com/course/oracle-sql-12c-become-an-sql-developer-with-subtitle/,Udemy
1821,Instructional Design and Technology: Learning Theories,"21,296",4.7,https://www.edx.org/course/instructional-design-and-technology-learning-the-2,edX
1822,"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源","21,291",4.1,https://www.edx.org/course/plato-socrates-and-the-birth-of-western-philosophy,edX
1823,Angular Front To Back,21279,4.7,https://www.udemy.com/course/angular-4-front-to-back/,Udemy
1824,Selenium WebDriver With Python 3.x - Novice To Ninja,21260,4.5,https://www.udemy.com/course/selenium-webdriver-with-python3/,Udemy
1825,Learn Complete Python-3 GUI using Tkinter,21252,3.9,https://www.udemy.com/course/learn-complete-python-3-gui-using-tkinter/,Udemy
1826,HTML CSS Learn to create a website from scratch,21247,3.6,https://www.udemy.com/course/html-css-learn-to-create-a-website-from-scratch/,Udemy
1827,Wordpress Complete Website MasterClass - Wordpress Made Easy,21241,4.3,https://www.udemy.com/course/wordpress-complete-website-masterclass-wordpress-made-easy/,Udemy
1828,Projects in Electron: Learn Electron Framework Building Apps,21199,4.2,https://www.udemy.com/course/projects-in-electron-learn-electron-framework-building-apps/,Udemy
1829,Java for Swing (GUI) Development,21150,3.7,https://www.udemy.com/course/learn-java-for-swing-gui-development/,Udemy
1830,SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,21149,4.5,https://www.udemy.com/course/sqldatabases/,Udemy
1831,1 Hour CSS,21135,4.5,https://www.udemy.com/course/1-hour-css/,Udemy
1832,AngularJS JumpStart with Dan Wahlin,21120,4.2,https://www.udemy.com/course/angularjs-jumpstart/,Udemy
1833,Docker and Containers: The Essentials,21120,3.8,https://www.udemy.com/course/docker-and-containers-the-essentials/,Udemy
1834,Robot Framework Test Automation - Level 1 ( Selenium ),21068,4.4,https://www.udemy.com/course/robot-framework-level-1/,Udemy
1835,"The Modern React Bootcamp (Hooks, Context, NextJS, Router)",21066,4.7,https://www.udemy.com/course/modern-react-bootcamp/,Udemy
1836,Unreal Engine 4 Class: Blueprints,21053,4.7,https://www.udemy.com/course/unreal-engine-4-blueprints/,Udemy
1837,The Machine Learning Course 2020,21030,3.7,https://www.udemy.com/course/the-machine-learning-course-2020/,Udemy
1838,Age of Cathedrals,21000,4.7,https://www.coursera.org/,Coursera
1839,Blockchain Revolution,21000,4.7,https://www.coursera.org/,Coursera
1840,Digital Business Models,21000,4.5,https://www.coursera.org/,Coursera
