index,Title,Summary,Enrollment,Stars,Link,Website
4065,WordPress - Local install & Online Migration with WordPress,"WordPress - Build WordPress sites on your home computer with Xampp, then learn to migrate your site to an online server",4086,4.8,https://www.udemy.com/course/wordpress-local-install-and-two-methods-to-migrate-online/,Udemy
4066,Ionic 2 Crash Course: Learn Ionic2 Fundamentals in 1.5 Hours,Use Your Angular 2+ Skills to Build and Deploy Mobile Apps to iOS and Android Devices,4085,4.4,https://www.udemy.com/course/ionic2-tutorial/,Udemy
4067,PHP From Scratch : Practical Beginners Introduction,Learn PHP From The Ground Up With Practical Hands-On Examples,4083,4.9,https://www.udemy.com/course/php-from-scratch-practical-beginners-introduction/,Udemy
4068,C Programming For Beginners,Learn C in Easy & Effective Steps Layer by Layer,4082,3,https://www.udemy.com/course/c-programming-beginners/,Udemy
4069,Learn to Build Mobile Games using Unity3D,Master all the techniques for building best selling mobile games,4082,4.3,https://www.udemy.com/course/learn-to-build-mobile-games-using-unity3d/,Udemy
4070,2020 Python Regular Expressions (Regex) with Projects,"Hands-on Regex skills for Input Validation, Data Parsing, Cleanup - Comprehensive Reference Guide and Tools",4080,4.6,https://www.udemy.com/course/python-regular-expressions/,Udemy
4071,How to Come up with an Idea for the Next Great iPhone App,Find the EXACT steps you can take to make sure you have a solid iPhone app idea BEFORE you spend time / money making it.,4080,4.2,https://www.udemy.com/course/how-to-make-an-iphone-app-part-1-the-killer-idea/,Udemy
4072,Learn Azure step by step.,This course teaches Azure step by step from the perspective of C# developers.,4078,4.6,https://www.udemy.com/course/learn-azure/,Udemy
4073,Unity Professional Development From A to Z - Build 10 Games,"Complete Guide to Design, Build, Monetize and Publish Professional Games Using Unity for iOS & Android.",4077,3.8,https://www.udemy.com/course/unity3d-professional-2d-game-development-from-a-to-z/,Udemy
4074,Projects in Hadoop and Big Data - Learn by Building Apps,A Practical Course to Learn Big Data Technologies While Developing Professional Projects,4076,3,https://www.udemy.com/course/projects-in-hadoop-and-big-data-learn-by-building-apps/,Udemy
4075,Create a Beautiful Online Store with Shopify - Fast & Easy,"With this step-by-step course, anyone can create a beautiful online store...No technical or design skills required.",4075,4.3,https://www.udemy.com/course/start-your-online-store-with-shopify-the-complete-guide/,Udemy
4076,Data Mining with R: Go from Beginner to Advanced!,"Learn to use R software for data analysis, visualization, and to perform dozens of popular data mining techniques.",4073,4.4,https://www.udemy.com/course/data-mining-with-r-go-from-beginner-to-advanced/,Udemy
4077,Complete WordPress Theme Developer Course With Bootstrap,"Build fully functioning modern WordPress themes including page builders, responsive and the WordPress REST API.",4072,4.1,https://www.udemy.com/course/the-complete-wordpress-theme-developer-course/,Udemy
4078,Building Architectures with AWS CloudFormation,Learn how to develop CloudFormation templates to automate infrastructure deployment,4071,4.3,https://www.udemy.com/course/building-architectures-with-aws-cloudformation/,Udemy
4079,Become PHP Facebook Developer: Password-Less Authentication,"Using Facebook Account Kit, learn how to become a Facebook developer using PHP programming",4069,4.2,https://www.udemy.com/course/php-facebook-developer-password-less-authentication/,Udemy
4080,Responsive Google Blogger Template Customizing for Beginners,How to Setup and Customize Premium Templates Theme with autopilot for Google Blogger without Coding Knowledge 2020.,4062,4.7,https://www.udemy.com/course/google-blogger-autopilot-template-customizing-for-beginners/,Udemy
4081,Software Testing : Learn Manual/QA Testing + ISTQB CTFL Help,"Software Testing Course for learning Test Fundamentals,QA Manual Testing, STLC, Automation Basics & ISTQB CTFL Help",4062,4.3,https://www.udemy.com/course/software-testing-and-career-in-qa/,Udemy
4082,PHP & Mysqli Tutorials for beginners and professionals,Learn PHP & MySQLi web development from scratch with real time examples and become a professional PHP developer,4061,4.3,https://www.udemy.com/course/php-mysqli-tutorials-for-beginners-and-professionals/,Udemy
4083,iOS Memory Game Objective-C XCode,Develop a Memory Puzzle App for iOS with Objective-C,4059,4.1,https://www.udemy.com/course/ios-memory-game-objective-c-xcode/,Udemy
4084,PL SQL 1-Hour Bootcamp: Learn Fundamental PLSQL Skills Today,Quick introduction to Oracle PL/SQL Development. With practical Oracle plsql exercises to try out your new skills,4059,4.1,https://www.udemy.com/course/plsqlforbeginners/,Udemy
4085,jQuery API Exercise Youtube Data WebSite,AJAX connect to YouTube API get JSON data use it within your applications,4057,4.2,https://www.udemy.com/course/learn-jquery-ajax/,Udemy
4086,"MATLAB onramp 2020: coding, concepts, confidence, and style","Learn the key MATLAB programming skills that separate experts from novices: debugging, functions, and visualization",4057,4.6,https://www.udemy.com/course/matlab-programming-mxc/,Udemy
4087,PLC Programming - Training from Scratch on RSLogix500 & 5000,PLC programming from scratch training class by a controls engineer equipped with PLC systems - Allen Bradley RSLogix 500,4056,4.2,https://www.udemy.com/course/plc-programming-training-from-scratch-on-rslogix500-5000/,Udemy
4088,"Introduction to AI, Machine Learning and Python basics","Learn to understand Artificial Intelligence and Machine Learning algorithms, and learn the basics of Python Programming",4055,4.2,https://www.udemy.com/course/introduction-to-ai-machine-learning-and-python-basics/,Udemy
4089,TensorFlow and the Google Cloud ML Engine for Deep Learning,"CNNs, RNNs and other neural networks for unsupervised and supervised deep learning",4055,3.6,https://www.udemy.com/course/from-0-to-1-tensorflow-for-deep-learning/,Udemy
4090,Learn to Program with C++,Take your C++ Programming to the next level. Course Duration: 6.5 Hours - 80 Lessons,4054,4.5,https://www.udemy.com/course/learn-c/,Udemy
4091,Fundamental Data Structures & Algorithms using C language.,"Learn Data Structures and algorithms for Stack, Queue, Linked List, Binary Search Tree and Heap ( using C Programming ).",4053,4.5,https://www.udemy.com/course/data-structures-stack-queue-linkedlist/,Udemy
4092,Statistics / Data Analysis in SPSS: Inferential Statistics,Increase Your Data Analytic Skills – Highly Valued And Sought After By Employers,4053,4.4,https://www.udemy.com/course/inferential-statistics-spss/,Udemy
4093,Learn ASP NET MVC 5 step by step,Very easy to learn video series on Asp.Net MVC 5 Specially for those who are familiar with Asp.Net Web forms.,4052,3.9,https://www.udemy.com/course/maruti-mvc5/,Udemy
4094,How To Make A Social Media Website With WordPress,Do You want to create your own social media website with WordPress? I will show you how with NO EXPERIENCE!,4048,3.7,https://www.udemy.com/course/how-to-make-a-social-media-website-with-wordpress/,Udemy
4095,Advanced JS Guide,Learn JavaScript from scratch and go from zero to hero in JavaScript,4047,2.9,https://www.udemy.com/course/complete-javascript-masterclass-go-from-zero-to-hero/,Udemy
4096,SQL for Data Analysis: Core Data Scientist’s Skills,Learn everything you need to know about SQL and Microsoft SQL Server for successful data science work,4044,4.2,https://www.udemy.com/course/sql-for-data-analysis/,Udemy
4097,Java Message Service - JMS Fundamentals,Master the fundamentals of Java Messaging in Simple Steps,4042,4.6,https://www.udemy.com/course/java-message-service-jms-fundamentals/,Udemy
4098,Python Scientific Visualizations with plotly,"Learn to visualize scientific Data with NumPy, Matplotlib, and plotly",4042,3.7,https://www.udemy.com/course/python-scientific-visualizations-with-plotly/,Udemy
4099,Front End Web Development-How to Sell on Themeforest & Earn,Front end web development insights. Create a Premium HTML Template From Scratch. Get Approved On Themeforest.,4030,4.7,https://www.udemy.com/course/front-end-web-development-themeforest/,Udemy
4100,Learn C# Programming (In Ten Easy Steps),The simplest way to learn C# programming.,4029,4.2,https://www.udemy.com/course/learn-c-sharp-programming-in-ten-easy-steps/,Udemy
4101,Learn HTML & CSS in 2 hours (Inc. HTML5 and CSS3),"The easiest way to learn modern web design, HTML5 and CSS3 step-by-step from scratch.",4029,3.9,https://www.udemy.com/course/the-complete-html-and-css-bootcamp-inc-html5-and-css3/,Udemy
4102,Creating An Android Application ✅,Create A Calculator Application For Android,4027,4.1,https://www.udemy.com/course/how-to-code-an-android-app-in-no-time-at-all/,Udemy
4103,C Programming - The Complete Practice Test,Test your C Language knowledge and take it to the Next Level. A Complete Set of C program Interview Practice Tests.,4024,3.9,https://www.udemy.com/course/c-programming-complete-practice-test/,Udemy
4104,Login & Registration with PHP MYSQL and Bootstrap4,Login Registration Email verification Authentication system Forgot-Reset password Profile Management PHP MySQL Bootstrap,4024,4.4,https://www.udemy.com/course/complete-authentication-system-with-php-mysql-and-bootstrap4/,Udemy
4105,Game Development and Coding for Children,Teach your kids how to make games and animations with the MIT coding platform for children.,4022,4.4,https://www.udemy.com/course/game-development-for-children/,Udemy
4106,Unity Asset Store,"Unity Asset store overview. Buy & Sell. Get instant access to 1000s of PRO prefabs, cameras, lightings, FX etc..",4019,3.8,https://www.udemy.com/course/unity-asset-store-buy-sell/,Udemy
4107,"Unity,Make a complete Android Game in 1 Hour",Build A Complete Android Game,4018,3.7,https://www.udemy.com/course/unitymake-a-complete-android-game-in-1-hour/,Udemy
4108,Introduction to Python Data Structures for beginners,Learn about built-in structures used to hold data together in Python,4016,4.1,https://www.udemy.com/course/introduction-to-python-data-structures-for-beginners/,Udemy
4109,JavaScript JSON and AJAX Explained JavaScript Objects,Learn about JavaScript Object Notation and how to utilize it in JavaScript as object data,4016,4.4,https://www.udemy.com/course/javascript-json-and-ajax-explained-javascript-objects/,Udemy
4110,Angular 2 + Rails 5 Bootcamp,Learn how to build a real world Angular 2 application that utilizes multiple Ruby on Rails apps for backend data APIs.,4013,4.2,https://www.udemy.com/course/angular-on-rails-course/,Udemy
4111,Bootstrap 4 Tutorial and 10 Projects Course,Step by Step learn Bootstrap 4 with tutorial and by creating 10 interesting projects.,4011,4.7,https://www.udemy.com/course/bootstrap-4-beta-ultimate-projects-course/,Udemy
4112,Shopify: Build Your Store & Dominate The Ecommerce World,"Learn How to Start, Manage, Grow Your Own Store Using Shopify Platform & Work On Your Own Terms Anywhere in the World",4011,4.1,https://www.udemy.com/course/shopify-store-ecommerce/,Udemy
4113,Apache Airflow: The Hands-On Guide,"Master Apache Airflow from A to Z. Hands-on videos on Airflow with AWS, Kubernetes, Docker and more",4007,4.6,https://www.udemy.com/course/the-ultimate-hands-on-course-to-master-apache-airflow/,Udemy
4114,AI for Medical Prognosis,deeplearning.ai,4000,4.6,https://www.coursera.org/,Coursera
4115,Developing Applications with Google Cloud Platform 日本語版,Google Cloud,4000,4.8,https://www.coursera.org/,Coursera
4116,Diseño Instruccional: Aprendizaje activo y Pedagogía digital,Tecnológico de Monterrey,4000,4.6,https://www.coursera.org/,Coursera
4117,C PROGRAMMING,Learn C Programming Language,3998,3.7,https://www.udemy.com/course/c-programming-digiflax/,Udemy
4118,Data Science : Master Machine Learning Without Coding,Learn Fundamentals Of Data Science & Machine Learning With Rapidminer (No Coding). Dataset & Solutions Included.,3996,4.2,https://www.udemy.com/course/hands-on-machine-learning-without-writing-code/,Udemy
4119,Learn PHP and MySQL for Beginners the Easy Way - 13 Hours,Learn PHP and MySQL and get ready to take your web development skills to the next level!,3990,3.8,https://www.udemy.com/course/learn-php-and-mysql-training-course/,Udemy
4120,JavaScript Projects for JavaScript Beginners,Interactive Front-End Development for Beginners,3985,4.4,https://www.udemy.com/course/javascript-and-the-dom/,Udemy
4121,Learn and Understand Deno (Future NodeJs) - Beginner Guide,"Master Deno, build REST APIs with Deno, Oak APIs, use MongoDB & much more!",3984,4.4,https://www.udemy.com/course/learn-and-understand-deno-future-nodejs-beginner-guide/,Udemy
4122,Machine Learning with Python from Scratch,"Mastering Machine Learning Algorithms including Neural Networks with Numpy, Pandas, Matplotlib, Seaborn and Scikit-Learn",3982,3.8,https://www.udemy.com/course/python-machine-learning/,Udemy
4123,Complete HTML5 and CSS3 Course +1 Start to Finish Project,Only Course you need to learn Complete Web Development in HTML5 and CSS3 +1 Complete website Project from Start to End!,3980,3.7,https://www.udemy.com/course/complete-html5-and-css3-course-1-start-to-finish-project/,Udemy
4124,DNA Hacking with Swift 4 | Xcode 9,An Introduction To Bioinformatics,3979,3.9,https://www.udemy.com/course/dna-hacking-with-swift-4-xcode-9/,Udemy
4125,Restful API Development with Spring Boot + JPA + Cloud,"The Real-Time Restful API Development with Spring Boot, JPA and Cloud Service Technologies... from the scratch!",3979,3.9,https://www.udemy.com/course/restful-api-development-with-spring-boot-jpa-cloud/,Udemy
4126,AWS RDS for DBAs,Oracle Database Cloud & AWS RDS,3974,4.5,https://www.udemy.com/course/cloud-computing-for-oracledbas/,Udemy
4127,Intro To MySQL With Node.js - Learn To Use MySQL with Node!,Learn MySql Database With Node.js and Javascript The Fast and Easy Way!,3974,4,https://www.udemy.com/course/intro-to-mysql-with-nodejs-and-javascript/,Udemy
4128,Learning MongoDB - A Training Video From Infinite Skills,Learn MongoDB Easily With Infinite Skills - A Clear & Comprehensive Training Course,3972,4,https://www.udemy.com/course/mongodb-training/,Udemy
4129,Test your PHP skills | All Versions Standard,Improve your skills | All the topics of PHP covered in test | Helpful for interviews and exams preparation,3962,3.5,https://www.udemy.com/course/test-your-php-skills/,Udemy
4130,KiCad Like a Pro 2nd edition,Learn the world's favourite open-source PCB design tool with the world's most comprehensive course,3961,4.5,https://www.udemy.com/course/kicad-like-a-pro-2e/,Udemy
4131,Learn To Create A Roguelike Game In Unity,Game development made easy. Learn C# using Unity and create your very own classic RPG!,3961,4.6,https://www.udemy.com/course/unityroguelike/,Udemy
4132,Python 3 Basics Course,Learn Python from scratch and go from zero to hero in Python,3958,2.8,https://www.udemy.com/course/ultimate-python-course-go-from-zero-to-hero/,Udemy
4133,Vue JS 2: From Beginner to Professional (includes Vuex),"Learn Vue JS, and become a VueJS professional. Build complex SPAs with Vue.js, a simple and popular JavaScript framework",3957,4.3,https://www.udemy.com/course/vuejs-from-beginner-to-professional/,Udemy
4134,Absolute Beginners Introduction to Amazon Web Services (AWS),"Hands on course to get you started in AWS by creating free account, learning key concepts & applying best practices",3956,3.9,https://www.udemy.com/course/absolute-aws-beginners/,Udemy
4135,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,"Learn how to use Karma, Jasmine and Istanbul to quickly set up automated unit tests for your AngularJS applications",3954,4.2,https://www.udemy.com/course/unit-testing-angularjs/,Udemy
4136,PHP for All: A Step-by-Step Guide to Programming PHP,PHP is world's most used server language. The instructor with 11+ years of experience makes PHP learning trouble free.,3953,4.2,https://www.udemy.com/course/php-programming-beginners/,Udemy
4137,"Create Websites from Scratch with HTML, CSS and Javascript","Start learning the fundamentals of web development, create your web profile at the end of this course!",3946,3.8,https://www.udemy.com/course/create-websites-from-scratch-with-html-css-and-javascript/,Udemy
4138,Complete WooCommerce Tutorial 2019-2020,Learn How TO Use the woocommerce plugin for wordpress,3945,4.1,https://www.udemy.com/course/complete-woocommerce-tutorial/,Udemy
4139,Complete WooCommerce Tutorial 2019-2020,Learn How TO Use the woocommerce plugin for wordpress,3945,4.1,https://www.udemy.com/course/complete-woocommerce-tutorial/,Udemy
4140,Java Basics - A Complete course for Beginners,If you are new to java programming then this course takes you through every basic thing in Java,3945,4.3,https://www.udemy.com/course/complete-java-basics-for-beginners-start-to-finish/,Udemy
4141,BDD with Selenium Webdriver and Specflow using C#,"Learn Behaviour Driven Development using the two most powerful tool, Webdriver and Specflow with C# as language binding!",3942,4.3,https://www.udemy.com/course/bdd-with-selenium-webdriver-and-speckflow-using-c/,Udemy
4142,Modern Data Architecture using Microsoft Azure,An introduction to Azure Data-warehousing Technologies and Principles,3939,4,https://www.udemy.com/course/modern-data-architecture-using-microsoft-azure/,Udemy
4143,Java Programming THEORY Part with 1 Hour,Learn Java Theory concepts!,3938,3.9,https://www.udemy.com/course/java-programming-for-complete-beginners-to-advance/,Udemy
4144,"Python 3: Project-based Python, Algorithms, Data Structures",Learn programming with Python 3; visualize Algorithms and Data Structures and implement them in projects with Python,3937,4.6,https://www.udemy.com/course/python-programming-algorithms-data-structures/,Udemy
4145,Typescript Masterclass & FREE E-Book,"Learn Typescript: Build a Node REST API in Typescript, query it with Angular",3936,4.4,https://www.udemy.com/course/complete-typescript-2-course/,Udemy
4146,The Complete C Course,Learn C in this course and become a Computer Programmer. Obtain valuable C skills and problem solving strategy,3935,4.2,https://www.udemy.com/course/the-complete-c-course-ppa/,Udemy
4147,Responsive Web Design - Lite,Learn Basics of Responsive Mobile Web Design,3933,2.8,https://www.udemy.com/course/responsive-web-design-lite/,Udemy
4148,Responsive Web Design - Lite,Learn Basics of Responsive Mobile Web Design,3933,2.8,https://www.udemy.com/course/responsive-web-design-lite/,Udemy
4149,iOS 13 - How to Make Amazing iPhone Apps: Xcode 11 & Swift 5,"Learn SwiftUI, Dark Mode, Sign in with Apple, Swift Package Manager and SF Symbols on the new Xcode 11 and Swift 5.1",3929,4.7,https://www.udemy.com/course/how-to-make-an-iphone-app-course-xcode-11-swift-5-ios-13/,Udemy
4150,Selenium WebDriver The Easy Way With Java!,Teaches you Selenium from scratch and guidelines of how to use Selenium to get most out of it,3925,4.4,https://www.udemy.com/course/selenium-webdriver-the-easy-way-with-java/,Udemy
4151,Twitter Social Media:Master The Social Media App Twitter,Be Able To Understand The Social Media App Twitter and Manage All Tools and Functions Available,3922,3.1,https://www.udemy.com/course/twitter-social-media/,Udemy
4152,Rust language: The Rust Programming Language for Beginners,"Learn The Rust Programming Language The Easy Way: Mastering Rust Language Fundamentals, Rust Lang Tutorial, Introduction",3921,4.2,https://www.udemy.com/course/rust-programming-language/,Udemy
4153,Javascript for Beginners,Learn javascript online and supercharge your web design with this Javascript for beginners training course.,3917,4.3,https://www.udemy.com/course/beginning-javascript/,Udemy
4154,"Interview Faqs & Ans: Javascript, NodeJS, ReactJS, AngularJS","A guide to interview preparation for Javascript, NodeJS, ReactJS, AngularJS",3916,1.9,https://www.udemy.com/course/interview-faqs-ans-javascript-nodejs-reactjs-angularjs/,Udemy
4155,Professional iOS Chat App with Social Login using Firebase 3,"Learn to build high-quality, full-function iOS chat apps to serve millions of users.",3916,4.5,https://www.udemy.com/course/ios-chat-apps-with-firebase-and-social-login/,Udemy
4156,"Xamarin Forms: Develop Native iOS, Android, and Windows Apps","Xamarin.Forms Build native UIs for iOS, Android and Windows from a single, shared C# codebase.",3916,3.3,https://www.udemy.com/course/xamarin-forms-develop-native-ios-android-windows-apps/,Udemy
4157,Python for Beginners - Learn Programming from scratch,Python For Beginners : This course is meant for absolute beginners in programming or in python.,3914,4.5,https://www.udemy.com/course/python-for-beginners-learn-programming-from-scratch/,Udemy
4158,PyQt Desktop Apps with Python,Start making Desktop Apps with Python PyQt,3912,4.5,https://www.udemy.com/course/pyqt-desktop-apps-with-python/,Udemy
4159,How to create Telegram bots with Python. No-Nonsense Guide,"Step by step discovering of Bot API, common patterns and a lot of practice. Telegram promocode - TELEGRAMPROMOJUNE",3911,3.8,https://www.udemy.com/course/the-ultimate-guide-about-creating-telegram-bots-with-python/,Udemy
4160,SQL: Reporting and Analysis for beginners,Master SQL for Data Reporting and Daily Data Analysis and gain basic Data Science skills.,3910,4.2,https://www.udemy.com/course/sql-reporting-and-analysis-for-beginners/,Udemy
4161,Learning How To Be A Software Developer,This course series shows how to become a software developer.,3908,3.2,https://www.udemy.com/course/learning-how-to-be-a-software-developer/,Udemy
4162,The complete Vue JS course,Learn to build beautiful web apps using VUE js.Includes three practice projects.,3906,4.4,https://www.udemy.com/course/the-complete-vue-js-course/,Udemy
4163,Architecting with Google Kubernetes Engine 日本語版,Google Cloud,3900,4.5,https://www.coursera.org/,Coursera
4164,Machine Learning Technical Interview,Get ready for a technical Machine Learning interview / Data Science interview by mastering commonly asked questions!,3900,3.4,https://www.udemy.com/course/mlcg-technical-interview/,Udemy
4165,Swift 5 iOS Application Developer,LearnQuest,3900,4.5,https://www.coursera.org/,Coursera
4166,Unraveling the Cycling City,University of Amsterdam,3900,4.9,https://www.coursera.org/,Coursera
4167,Apache Kafka - Real-time Stream Processing (Master Class),Processing Real-time Streams using Apache Kafka and Kafka Streams API - Start as Beginner to Finish as PRO,3899,4.6,https://www.udemy.com/course/kafka-streams-real-time-stream-processing-master-class/,Udemy
4168,Build a Social Network using Node.js and MongoDB,Time to Level Up,3899,4.6,https://www.udemy.com/course/build-a-social-network-using-nodejs-and-mongodb/,Udemy
4169,Automation framework development with Selenium C# (Advanced),An End-to-End Selenium automation framework development course,3896,4.3,https://www.udemy.com/course/framework-development-with-selenium-csharp-advanced/,Udemy
4170,Wordpress for Beginners - Build a Live Website from Scratch,"How to make a Wordpress website from scratch, including registering a domain, setting up hosting, installing Wordpress",3896,4.1,https://www.udemy.com/course/wordpress_for_beginners/,Udemy
4171,Wordpress for Beginners - Build a Live Website from Scratch,"How to make a Wordpress website from scratch, including registering a domain, setting up hosting, installing Wordpress",3896,4.1,https://www.udemy.com/course/wordpress_for_beginners/,Udemy
4172,SQL Database for Beginners,Master SQL Database Creation and Development with Guru Martin Holzke. Use Your DB Skills to Create Mobile or Web Apps,3894,3.5,https://www.udemy.com/course/sql-database-for-beginners/,Udemy
4173,Introduction to JavaScript Object Notation (JSON),,3890,4.3,https://www.udemy.com/course/json-training-a-javascript-object-notation-course/,Udemy
4174,Symfony 4 & 5 Web Development Guide: Beginner To Advanced,"Master Symfony PHP framework: from theory, through simple crud app, up to creating an advanced Real Life Application",3890,4.3,https://www.udemy.com/course/symfony-4-web-development-from-beginner-to-advanced/,Udemy
4175,Cloud Security with AWS and Microsoft Azure,learn cyber security tools and services in modern era of cloud computing,3889,3.3,https://www.udemy.com/course/cloud-security-with-aws-and-microsoft-azure/,Udemy
4176,Learn beginner Python using football/soccer-only projects,A beginner programming course aimed at sports fans and those interested in sports data analysis,3889,4.3,https://www.udemy.com/course/learn-beginner-python-using-football-projects-examples/,Udemy
4177,"React & Django Full Stack: web app, backend API, mobile apps","React single page web app, Django 2 REST API with Python 3, React Native cross platform mobile apps for Android and iOS",3887,4.4,https://www.udemy.com/course/react-django-full-stack/,Udemy
4178,"iOS 9 Swift 2, Basics to Pro, 25 Projects, 20 Apps, 7 Games","Complete iOS 9 Swift Course. A Practical Approach From Basics to Professional Level, 25 Projects, 20 Full Apps, 7 Games",3885,3.7,https://www.udemy.com/course/ios-swift-basic-to-pro-learn-by-making-20-apps-in-ios8/,Udemy
4179,Word add-in using c# vsto and web types,Learn word add-in development in two different ways,3882,3.1,https://www.udemy.com/course/word-add-in-using-c-vsto-and-web-types/,Udemy
4180,3D Programming with JavaScript and the Three.js 3D Library,"Create 3D computer graphics, using webgl in a cross-browser environment. Learn about 3D Graphical space, and 3D Depth.",3880,4.3,https://www.udemy.com/course/3d-programming-with-javascript-and-the-threejs-3d-library/,Udemy
4181,Python - A 3-step process to Master Python 3 + Coding Tips™,Your Complete Python Resource to Completely Master Python and boost your career as a Python Developer + Code templates!,3880,4.5,https://www.udemy.com/course/python-a-3-step-process-to-master-python-plus-coding-tips/,Udemy
4182,C++ in Detail: Common Idioms,Learning more about C++,3873,4.3,https://www.udemy.com/course/cpp-in-detail-common-idioms/,Udemy
4183,TensorFlow 2.0 Practical Advanced,"Master Tensorflow 2.0, Google’s most powerful Machine Learning Library, with 5 advanced practical projects",3873,4.3,https://www.udemy.com/course/tensorflow-2-practical-advanced/,Udemy
4184,Design Patterns with C++,Software Design Patterns in theory with implementations using C++,3869,2.6,https://www.udemy.com/course/design-patterns-c/,Udemy
4185,Web Application Technology Stack,Understanding Web Application Technologies,3868,3.7,https://www.udemy.com/course/web-application-development-technology-stack/,Udemy
4186,Creating PHP Clean URL's for an Awesome CMS Blog Application,Creating SEO friendly URL's for Web Application in Apache with HTACCESS : Demo of Content Management System,3865,3.2,https://www.udemy.com/course/creating-php-clean-urls-in-apache-with-htaccess/,Udemy
4187,Learn Assembly Language by Making Games for the Atari 2600,Programming games for the Atari 2600 platform using 6502 Assembly Language,3864,4.7,https://www.udemy.com/course/programming-games-for-the-atari-2600/,Udemy
4188,JSON in Action: Build JSON-Based Applications,Learn JSON from Scratch! Learn JavaScript Object Notation (JSON) to Build API-Based Apps! Develop 2 JSON-Based Projects,3860,4.3,https://www.udemy.com/course/json-in-action/,Udemy
4189,Learn Manual Testing:basics for beginners,learn basics of manual testing in software testing,3859,4.1,https://www.udemy.com/course/learn-manual-testing/,Udemy
4190,The Ultimate Complete WordPress Beginners Master Guide,Complete WordPress Guide for Bloggers & WordPress Users,3859,3.6,https://www.udemy.com/course/wordpress-complete-beginners-master-guide/,Udemy
4191,SQL & PostgreSQL: From Beginner to Pro in 2020,SQL and PostgreSQL for complete beginners!,3857,4.2,https://www.udemy.com/course/sql-postgresql-from-beginner-to-pro/,Udemy
4192,Salesforce Lightning Framework,Learn about Salesforce lightning framework through a real-time project.,3854,4.3,https://www.udemy.com/course/salesforce-lightning-framework/,Udemy
4193,JAVA — From Zero to Hero: Complete Java Course For Beginners,Learn the newest JAVA 12 in the most interactive way!,3850,3.7,https://www.udemy.com/course/javacourse/,Udemy
4194,Epic Construct 2 Course: Complete 60 Beginner Games!,Learn to build 60 games in Construct 2 without programming. Learn the secrets behind top selling mobile games.,3847,3.7,https://www.udemy.com/course/the-complete-game-developer-course-build-60-games/,Udemy
4195,Intermediate iOS - Get Job Ready with Swift 2,"Your beginner course got your started on iOS, this course will take you to the next level. Master making iPhone apps",3845,4.1,https://www.udemy.com/course/intermediate-ios/,Udemy
4196,Certification Node Course For Beginner,Start as a complete beginner and go all the way to write your own code.,3844,2.7,https://www.udemy.com/course/nodejs-for-absolute-beginners-may-2020-edition/,Udemy
4197,Linear Models In Machine Learning,Learn Machine Learning from scratch with this comprehensive Machine Learning guide.,3843,2.8,https://www.udemy.com/course/learn-machine-learning-from-scratch-j/,Udemy
4198,Linear Models In Machine Learning,Learn Machine Learning from scratch with this comprehensive Machine Learning guide.,3843,2.8,https://www.udemy.com/course/learn-machine-learning-from-scratch-j/,Udemy
4199,The Ultimate PHP Training Bundle for Beginner to Advanced,"Learn to build powerful web applications with this 12.5 hour course for beginner, intermediate and advanced students.",3843,4,https://www.udemy.com/course/the-ultimate-php-training-course/,Udemy
4200,How to design & develop REST microservices in Golang (Go),"All you need to integrate SQL & NoSQL databases, search engines and all the tools that you need in your REST API.",3837,4.7,https://www.udemy.com/course/golang-how-to-design-and-build-rest-microservices-in-go/,Udemy
4201,SQL Server Performance Tuning Part 2,Resolving SQL Server performance tuning issues,3835,4.2,https://www.udemy.com/course/sql-server-performance-tuning-part-2/,Udemy
4202,TestNG Complete Bootcamp For Beginners - Novice To Ninja,A-Z guide for learning TestNG Framework (Next Generation) to speed up your automation goals,3833,4.5,https://www.udemy.com/course/testng-complete-bootcamp/,Udemy
4203,SOLID Principles of Object-Oriented Design and Architecture,Master SOLID principles and embrace clean and maintainable software architecture,3830,4.5,https://www.udemy.com/course/solid-principles-object-oriented-design-architecture/,Udemy
4204,"Make A Responsive Website Project #1: CSS, HTML & Javascript","Create A Responsive Website Using HTML, CSS, Javascript and Bootstrap",3827,4.3,https://www.udemy.com/course/make-a-bootstrap-website-project-2-css-html-javascript/,Udemy
4205,"SwiftUI - Learn How to Build Beautiful, Robust, Apps",Create stunning user interfaces across all Apple platforms with Swift 5,3826,4.6,https://www.udemy.com/course/swiftui-course/,Udemy
4206,"Build a Professional, Responsive Business WP Website: FAST!","SAVE THOUSANDS and build your own High-Impact, Business Wordpress Website, Complete with Logo & Business Email",3824,3.5,https://www.udemy.com/course/professionalwebdesign/,Udemy
4207,Form Submission Application using Google Suite Google Script,No Database or Server solution to send and log emails from your website using Google Script and JavaScript,3823,4.3,https://www.udemy.com/course/google-script-form/,Udemy
4208,C Programming for Beginners,Learn the Basics of C Programming Language,3822,3.1,https://www.udemy.com/course/basic-c-programming-for-beginners/,Udemy
4209,Git Crash Course: Getting Started with Git and GitHub,Gain the basic knowledge and practical experience to use Git and GitHub effectively.,3822,4.6,https://www.udemy.com/course/git-crash-course-getting-started-with-git-and-github/,Udemy
4210,How to make 20 games without coding in Construct 2!,Learn to make games in Construct 2,3818,4,https://www.udemy.com/course/how-to-make-20-games-without-coding-and-earn-passive-income/,Udemy
